y_grad,unit,sex,age,geo,year,value
1990 and after,Number,Total,55 years or over,United States,2009,30200
1990 and after,Number,Total,55 years or over,United States,2006,21100
1990 and after,Number,Total,Less than 35 years,Austria,2009,0
1990 and after,Number,Total,Less than 35 years,Austria,2006,7342
1990 and after,Number,Total,Less than 35 years,Belgium,2009,1405
1990 and after,Number,Total,Less than 35 years,Belgium,2006,0
1990 and after,Number,Total,Less than 35 years,Bulgaria,2009,0
1990 and after,Number,Total,Less than 35 years,Bulgaria,2006,866
1990 and after,Number,Total,Less than 35 years,Switzerland,2009,25972
1990 and after,Number,Total,Less than 35 years,Switzerland,2006,18197
1990 and after,Number,Total,Less than 35 years,Cyprus,2009,0
1990 and after,Number,Total,Less than 35 years,Cyprus,2006,272
1990 and after,Number,Total,Less than 35 years,Germany (until 1990 former territory of the FRG),2009,81580
1990 and after,Number,Total,Less than 35 years,Germany (until 1990 former territory of the FRG),2006,69070
1990 and after,Number,Total,Less than 35 years,Denmark,2009,1713
1990 and after,Number,Total,Less than 35 years,Denmark,2006,2216
1990 and after,Number,Total,Less than 35 years,Estonia,2009,0
1990 and after,Number,Total,Less than 35 years,Estonia,2006,320
1990 and after,Number,Total,Less than 35 years,Spain,2009,8441
1990 and after,Number,Total,Less than 35 years,Spain,2006,18462
1990 and after,Number,Total,Less than 35 years,Finland,2009,2495
1990 and after,Number,Total,Less than 35 years,Finland,2006,2240
1990 and after,Number,Total,Less than 35 years,Italy,2009,0
1990 and after,Number,Total,Less than 35 years,Italy,2006,12896
1990 and after,Number,Total,Less than 35 years,Lithuania,2009,1085
1990 and after,Number,Total,Less than 35 years,Lithuania,2006,1170
1990 and after,Number,Total,Less than 35 years,Latvia,2009,293
1990 and after,Number,Total,Less than 35 years,Latvia,2006,247
1990 and after,Number,Total,Less than 35 years,Malta,2009,44
1990 and after,Number,Total,Less than 35 years,Malta,2006,0
1990 and after,Number,Total,Less than 35 years,Netherlands,2009,9100
1990 and after,Number,Total,Less than 35 years,Netherlands,2006,13000
1990 and after,Number,Total,Less than 35 years,Portugal,2009,0
1990 and after,Number,Total,Less than 35 years,Portugal,2006,1059
1990 and after,Number,Total,Less than 35 years,Slovenia,2009,1159
1990 and after,Number,Total,Less than 35 years,Slovenia,2006,0
1990 and after,Number,Total,Less than 35 years,United States,2009,77600
1990 and after,Number,Total,Less than 35 years,United States,2006,69900
1990 and after,Number,Unknown,Total,Belgium,2009,16
1990 and after,Number,Unknown,Total,Belgium,2006,0
1990 and after,Number,Unknown,Total,Germany (until 1990 former territory of the FRG),2009,0
1990 and after,Number,Unknown,Total,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Number,Unknown,Total,Lithuania,2009,0
1990 and after,Number,Unknown,Total,Lithuania,2006,0
1990 and after,Number,Unknown,Unknown,Belgium,2009,3
1990 and after,Number,Unknown,Unknown,Belgium,2006,0
1990 and after,Number,Unknown,Unknown,Germany (until 1990 former territory of the FRG),2009,0
1990 and after,Number,Unknown,Unknown,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Number,Unknown,From 35 to 44 years,Belgium,2009,7
1990 and after,Number,Unknown,From 35 to 44 years,Belgium,2006,0
1990 and after,Number,Unknown,From 35 to 44 years,Germany (until 1990 former territory of the FRG),2009,0
1990 and after,Number,Unknown,From 35 to 44 years,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Number,Unknown,From 35 to 44 years,Lithuania,2009,0
1990 and after,Number,Unknown,From 35 to 44 years,Lithuania,2006,0
1990 and after,Number,Unknown,From 45 to 54 years,Belgium,2009,0
1990 and after,Number,Unknown,From 45 to 54 years,Belgium,2006,0
1990 and after,Number,Unknown,From 45 to 54 years,Germany (until 1990 former territory of the FRG),2009,0
1990 and after,Number,Unknown,From 45 to 54 years,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Number,Unknown,From 45 to 54 years,Lithuania,2009,0
1990 and after,Number,Unknown,From 45 to 54 years,Lithuania,2006,0
1990 and after,Number,Unknown,From 55 to 64 years,Belgium,2009,1
1990 and after,Number,Unknown,From 55 to 64 years,Belgium,2006,0
1990 and after,Number,Unknown,From 55 to 64 years,Germany (until 1990 former territory of the FRG),2009,0
1990 and after,Number,Unknown,From 55 to 64 years,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Number,Unknown,From 55 to 64 years,Lithuania,2009,0
1990 and after,Number,Unknown,From 55 to 64 years,Lithuania,2006,0
1990 and after,Number,Unknown,From 65 to 69 years,Belgium,2009,1d
1990 and after,Number,Unknown,From 65 to 69 years,Belgium,2006,0
1990 and after,Number,Unknown,From 65 to 69 years,Germany (until 1990 former territory of the FRG),2009,0
1990 and after,Number,Unknown,From 65 to 69 years,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Number,Unknown,From 65 to 69 years,Lithuania,2009,0
1990 and after,Number,Unknown,From 65 to 69 years,Lithuania,2006,0
1990 and after,Number,Unknown,55 years or over,Belgium,2009,2
1990 and after,Number,Unknown,55 years or over,Belgium,2006,0
1990 and after,Number,Unknown,Less than 35 years,Belgium,2009,4
1990 and after,Number,Unknown,Less than 35 years,Belgium,2006,0
1990 and after,Number,Unknown,Less than 35 years,Germany (until 1990 former territory of the FRG),2009,0
1990 and after,Number,Unknown,Less than 35 years,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Number,Unknown,Less than 35 years,Lithuania,2009,0
1990 and after,Number,Unknown,Less than 35 years,Lithuania,2006,0
1990 and after,Percentage,Females,Total,Austria,2009,0
1990 and after,Percentage,Females,Total,Austria,2006,34.24
1990 and after,Percentage,Females,Total,Belgium,2009,34.91
1990 and after,Percentage,Females,Total,Belgium,2006,0
1990 and after,Percentage,Females,Total,Bulgaria,2009,0
1990 and after,Percentage,Females,Total,Bulgaria,2006,42.45
1990 and after,Percentage,Females,Total,Switzerland,2009,32.58
1990 and after,Percentage,Females,Total,Switzerland,2006,35.48
1990 and after,Percentage,Females,Total,Cyprus,2009,0
1990 and after,Percentage,Females,Total,Cyprus,2006,29.17
1990 and after,Percentage,Females,Total,Germany (until 1990 former territory of the FRG),2009,35.62
1990 and after,Percentage,Females,Total,Germany (until 1990 former territory of the FRG),2006,33.16
1990 and after,Percentage,Females,Total,Denmark,2009,37.65
1990 and after,Percentage,Females,Total,Denmark,2006,0
1990 and after,Percentage,Females,Total,Estonia,2009,0
1990 and after,Percentage,Females,Total,Estonia,2006,42.01
1990 and after,Percentage,Females,Total,Spain,2009,44.55
1990 and after,Percentage,Females,Total,Spain,2006,45.76
1990 and after,Percentage,Females,Total,Finland,2009,44.89
1990 and after,Percentage,Females,Total,Finland,2006,37.88
1990 and after,Percentage,Females,Total,Italy,2009,0
1990 and after,Percentage,Females,Total,Italy,2006,54.39
1990 and after,Percentage,Females,Total,Lithuania,2009,46.98
1990 and after,Percentage,Females,Total,Lithuania,2006,46.88
1990 and after,Percentage,Females,Total,Latvia,2009,54.21
1990 and after,Percentage,Females,Total,Latvia,2006,50.88
1990 and after,Percentage,Females,Total,Malta,2009,26.9
1990 and after,Percentage,Females,Total,Malta,2006,0
1990 and after,Percentage,Females,Total,Netherlands,2009,31.32
1990 and after,Percentage,Females,Total,Netherlands,2006,39.13
1990 and after,Percentage,Females,Total,Portugal,2009,0
1990 and after,Percentage,Females,Total,Portugal,2006,43.06
1990 and after,Percentage,Females,Total,Slovenia,2009,40.88
1990 and after,Percentage,Females,Total,Slovenia,2006,0
1990 and after,Percentage,Females,Total,United States,2009,38.91
1990 and after,Percentage,Females,Total,United States,2006,38.2
1990 and after,Percentage,Females,Unknown,Belgium,2009,0.19
1990 and after,Percentage,Females,Unknown,Belgium,2006,0
1990 and after,Percentage,Females,Unknown,Germany (until 1990 former territory of the FRG),2009,0
1990 and after,Percentage,Females,Unknown,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Percentage,Females,Unknown,Estonia,2009,0
1990 and after,Percentage,Females,Unknown,Estonia,2006,0
1990 and after,Percentage,Females,Unknown,Italy,2009,0
1990 and after,Percentage,Females,Unknown,Italy,2006,0
1990 and after,Percentage,Females,From 35 to 44 years,Austria,2009,0
1990 and after,Percentage,Females,From 35 to 44 years,Austria,2006,17.32
1990 and after,Percentage,Females,From 35 to 44 years,Belgium,2009,16.24
1990 and after,Percentage,Females,From 35 to 44 years,Belgium,2006,0
1990 and after,Percentage,Females,From 35 to 44 years,Bulgaria,2009,0
1990 and after,Percentage,Females,From 35 to 44 years,Bulgaria,2006,13.18
1990 and after,Percentage,Females,From 35 to 44 years,Switzerland,2009,13.16
1990 and after,Percentage,Females,From 35 to 44 years,Switzerland,2006,15.84
1990 and after,Percentage,Females,From 35 to 44 years,Cyprus,2009,0
1990 and after,Percentage,Females,From 35 to 44 years,Cyprus,2006,12.5
1990 and after,Percentage,Females,From 35 to 44 years,Germany (until 1990 former territory of the FRG),2009,17.72
1990 and after,Percentage,Females,From 35 to 44 years,Germany (until 1990 former territory of the FRG),2006,18.76
1990 and after,Percentage,Females,From 35 to 44 years,Denmark,2009,19.74
1990 and after,Percentage,Females,From 35 to 44 years,Denmark,2006,0
1990 and after,Percentage,Females,From 35 to 44 years,Estonia,2009,0
1990 and after,Percentage,Females,From 35 to 44 years,Estonia,2006,16.21
1990 and after,Percentage,Females,From 35 to 44 years,Spain,2009,24.35
1990 and after,Percentage,Females,From 35 to 44 years,Spain,2006,24.59
1990 and after,Percentage,Females,From 35 to 44 years,Finland,2009,16.63
1990 and after,Percentage,Females,From 35 to 44 years,Finland,2006,13.12
1990 and after,Percentage,Females,From 35 to 44 years,Italy,2009,0
1990 and after,Percentage,Females,From 35 to 44 years,Italy,2006,28.23
1990 and after,Percentage,Females,From 35 to 44 years,Lithuania,2009,20.32
1990 and after,Percentage,Females,From 35 to 44 years,Lithuania,2006,18.82
1990 and after,Percentage,Females,From 35 to 44 years,Latvia,2009,18.2
1990 and after,Percentage,Females,From 35 to 44 years,Latvia,2006,15.31
1990 and after,Percentage,Females,From 35 to 44 years,Malta,2009,11.09
1990 and after,Percentage,Females,From 35 to 44 years,Malta,2006,0
1990 and after,Percentage,Females,From 35 to 44 years,Netherlands,2009,12.76
1990 and after,Percentage,Females,From 35 to 44 years,Netherlands,2006,17.39
1990 and after,Percentage,Females,From 35 to 44 years,Portugal,2009,0
1990 and after,Percentage,Females,From 35 to 44 years,Portugal,2006,18.84
1990 and after,Percentage,Females,From 35 to 44 years,Slovenia,2009,16.94
1990 and after,Percentage,Females,From 35 to 44 years,Slovenia,2006,0
1990 and after,Percentage,Females,From 35 to 44 years,United States,2009,17.18
1990 and after,Percentage,Females,From 35 to 44 years,United States,2006,18.25
1990 and after,Percentage,Females,From 45 to 54 years,Austria,2009,0
1990 and after,Percentage,Females,From 45 to 54 years,Austria,2006,3.67
1990 and after,Percentage,Females,From 45 to 54 years,Belgium,2009,5.8
1990 and after,Percentage,Females,From 45 to 54 years,Belgium,2006,0
1990 and after,Percentage,Females,From 45 to 54 years,Bulgaria,2009,0
1990 and after,Percentage,Females,From 45 to 54 years,Bulgaria,2006,15.85
1990 and after,Percentage,Females,From 45 to 54 years,Switzerland,2009,0
1990 and after,Percentage,Females,From 45 to 54 years,Switzerland,2006,0
1990 and after,Percentage,Females,From 45 to 54 years,Cyprus,2009,0
1990 and after,Percentage,Females,From 45 to 54 years,Cyprus,2006,6.55
1990 and after,Percentage,Females,From 45 to 54 years,Germany (until 1990 former territory of the FRG),2009,6.61
1990 and after,Percentage,Females,From 45 to 54 years,Germany (until 1990 former territory of the FRG),2006,3.44
1990 and after,Percentage,Females,From 45 to 54 years,Denmark,2009,10.94
1990 and after,Percentage,Females,From 45 to 54 years,Denmark,2006,0
1990 and after,Percentage,Females,From 45 to 54 years,Estonia,2009,0
1990 and after,Percentage,Females,From 45 to 54 years,Estonia,2006,13.45
1990 and after,Percentage,Females,From 45 to 54 years,Spain,2009,11.78
1990 and after,Percentage,Females,From 45 to 54 years,Spain,2006,7.37
1990 and after,Percentage,Females,From 45 to 54 years,Finland,2009,14.31
1990 and after,Percentage,Females,From 45 to 54 years,Finland,2006,11.31
1990 and after,Percentage,Females,From 45 to 54 years,Italy,2009,0
1990 and after,Percentage,Females,From 45 to 54 years,Italy,2006,6.52
1990 and after,Percentage,Females,From 45 to 54 years,Lithuania,2009,13.9
1990 and after,Percentage,Females,From 45 to 54 years,Lithuania,2006,12.55
1990 and after,Percentage,Females,From 45 to 54 years,Latvia,2009,17.02
1990 and after,Percentage,Females,From 45 to 54 years,Latvia,2006,15.92
1990 and after,Percentage,Females,From 45 to 54 years,Malta,2009,10.54
1990 and after,Percentage,Females,From 45 to 54 years,Malta,2006,0
1990 and after,Percentage,Females,From 45 to 54 years,Netherlands,2009,6.96
1990 and after,Percentage,Females,From 45 to 54 years,Netherlands,2006,6.52
1990 and after,Percentage,Females,From 45 to 54 years,Portugal,2009,0
1990 and after,Percentage,Females,From 45 to 54 years,Portugal,2006,14.41
1990 and after,Percentage,Females,From 45 to 54 years,Slovenia,2009,11.07
1990 and after,Percentage,Females,From 45 to 54 years,Slovenia,2006,0
1990 and after,Percentage,Females,From 45 to 54 years,United States,2009,9.41
1990 and after,Percentage,Females,From 45 to 54 years,United States,2006,8.25
1990 and after,Percentage,Females,From 55 to 64 years,Austria,2009,0
1990 and after,Percentage,Females,From 55 to 64 years,Austria,2006,0.87
1990 and after,Percentage,Females,From 55 to 64 years,Belgium,2009,1.09
1990 and after,Percentage,Females,From 55 to 64 years,Belgium,2006,0
1990 and after,Percentage,Females,From 55 to 64 years,Bulgaria,2009,0
1990 and after,Percentage,Females,From 55 to 64 years,Bulgaria,2006,6.12
1990 and after,Percentage,Females,From 55 to 64 years,Switzerland,2009,0
1990 and after,Percentage,Females,From 55 to 64 years,Switzerland,2006,0
1990 and after,Percentage,Females,From 55 to 64 years,Cyprus,2009,0
1990 and after,Percentage,Females,From 55 to 64 years,Cyprus,2006,2.68
1990 and after,Percentage,Females,From 55 to 64 years,Germany (until 1990 former territory of the FRG),2009,0.73
1990 and after,Percentage,Females,From 55 to 64 years,Germany (until 1990 former territory of the FRG),2006,0.53
1990 and after,Percentage,Females,From 55 to 64 years,Denmark,2009,2.23
1990 and after,Percentage,Females,From 55 to 64 years,Denmark,2006,0
1990 and after,Percentage,Females,From 55 to 64 years,Estonia,2009,0
1990 and after,Percentage,Females,From 55 to 64 years,Estonia,2006,4.43
1990 and after,Percentage,Females,From 55 to 64 years,Spain,2009,2.6
1990 and after,Percentage,Females,From 55 to 64 years,Spain,2006,1.98
1990 and after,Percentage,Females,From 55 to 64 years,Finland,2009,6.78
1990 and after,Percentage,Females,From 55 to 64 years,Finland,2006,7.27
1990 and after,Percentage,Females,From 55 to 64 years,Italy,2009,0
1990 and after,Percentage,Females,From 55 to 64 years,Italy,2006,0
1990 and after,Percentage,Females,From 55 to 64 years,Lithuania,2009,4.24
1990 and after,Percentage,Females,From 55 to 64 years,Lithuania,2006,3.53
1990 and after,Percentage,Females,From 55 to 64 years,Latvia,2009,9.54
1990 and after,Percentage,Females,From 55 to 64 years,Latvia,2006,9.88
1990 and after,Percentage,Females,From 55 to 64 years,Malta,2009,3.23
1990 and after,Percentage,Females,From 55 to 64 years,Malta,2006,0
1990 and after,Percentage,Females,From 55 to 64 years,Netherlands,2009,1.62
1990 and after,Percentage,Females,From 55 to 64 years,Netherlands,2006,0
1990 and after,Percentage,Females,From 55 to 64 years,Portugal,2009,0
1990 and after,Percentage,Females,From 55 to 64 years,Portugal,2006,4.67
1990 and after,Percentage,Females,From 55 to 64 years,Slovenia,2009,4.32u
1990 and after,Percentage,Females,From 55 to 64 years,Slovenia,2006,0
1990 and after,Percentage,Females,From 55 to 64 years,United States,2009,3.72
1990 and after,Percentage,Females,From 55 to 64 years,United States,2006,3.26
1990 and after,Percentage,Females,From 65 to 69 years,Austria,2009,0
1990 and after,Percentage,Females,From 65 to 69 years,Austria,2006,0.38
1990 and after,Percentage,Females,From 65 to 69 years,Belgium,2009,0.1d
1990 and after,Percentage,Females,From 65 to 69 years,Belgium,2006,0
1990 and after,Percentage,Females,From 65 to 69 years,Bulgaria,2009,0
1990 and after,Percentage,Females,From 65 to 69 years,Bulgaria,2006,0.56
1990 and after,Percentage,Females,From 65 to 69 years,Switzerland,2009,0
1990 and after,Percentage,Females,From 65 to 69 years,Switzerland,2006,0
1990 and after,Percentage,Females,From 65 to 69 years,Cyprus,2009,0
1990 and after,Percentage,Females,From 65 to 69 years,Cyprus,2006,0.3
1990 and after,Percentage,Females,From 65 to 69 years,Germany (until 1990 former territory of the FRG),2009,0.2
1990 and after,Percentage,Females,From 65 to 69 years,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Percentage,Females,From 65 to 69 years,Denmark,2009,0.23
1990 and after,Percentage,Females,From 65 to 69 years,Denmark,2006,0
1990 and after,Percentage,Females,From 65 to 69 years,Estonia,2009,0
1990 and after,Percentage,Females,From 65 to 69 years,Estonia,2006,1.26
1990 and after,Percentage,Females,From 65 to 69 years,Spain,2009,0.39
1990 and after,Percentage,Females,From 65 to 69 years,Spain,2006,0.21
1990 and after,Percentage,Females,From 65 to 69 years,Finland,2009,0.86
1990 and after,Percentage,Females,From 65 to 69 years,Finland,2006,1.48
1990 and after,Percentage,Females,From 65 to 69 years,Italy,2009,0
1990 and after,Percentage,Females,From 65 to 69 years,Italy,2006,0
1990 and after,Percentage,Females,From 65 to 69 years,Lithuania,2009,0.4
1990 and after,Percentage,Females,From 65 to 69 years,Lithuania,2006,0.9
1990 and after,Percentage,Females,From 65 to 69 years,Latvia,2009,2.46
1990 and after,Percentage,Females,From 65 to 69 years,Latvia,2006,2.62
1990 and after,Percentage,Females,From 65 to 69 years,Malta,2009,0.3
1990 and after,Percentage,Females,From 65 to 69 years,Malta,2006,0
1990 and after,Percentage,Females,From 65 to 69 years,Netherlands,2009,0.23
1990 and after,Percentage,Females,From 65 to 69 years,Netherlands,2006,0
1990 and after,Percentage,Females,From 65 to 69 years,Portugal,2009,0
1990 and after,Percentage,Females,From 65 to 69 years,Portugal,2006,0.48
1990 and after,Percentage,Females,From 65 to 69 years,Slovenia,2009,0.58u
1990 and after,Percentage,Females,From 65 to 69 years,Slovenia,2006,0
1990 and after,Percentage,Females,From 65 to 69 years,United States,2009,0.59
1990 and after,Percentage,Females,From 65 to 69 years,United States,2006,0.38
1990 and after,Percentage,Females,Less than 35 years,Austria,2009,0
1990 and after,Percentage,Females,Less than 35 years,Austria,2006,12
1990 and after,Percentage,Females,Less than 35 years,Belgium,2009,11.49
1990 and after,Percentage,Females,Less than 35 years,Belgium,2006,0
1990 and after,Percentage,Females,Less than 35 years,Bulgaria,2009,0
1990 and after,Percentage,Females,Less than 35 years,Bulgaria,2006,6.72
1990 and after,Percentage,Females,Less than 35 years,Switzerland,2009,12.73
1990 and after,Percentage,Females,Less than 35 years,Switzerland,2006,12.61
1990 and after,Percentage,Females,Less than 35 years,Cyprus,2009,0
1990 and after,Percentage,Females,Less than 35 years,Cyprus,2006,7.14
1990 and after,Percentage,Females,Less than 35 years,Germany (until 1990 former territory of the FRG),2009,10.37
1990 and after,Percentage,Females,Less than 35 years,Germany (until 1990 former territory of the FRG),2006,10.43
1990 and after,Percentage,Females,Less than 35 years,Denmark,2009,4.51
1990 and after,Percentage,Females,Less than 35 years,Denmark,2006,0
1990 and after,Percentage,Females,Less than 35 years,Estonia,2009,0
1990 and after,Percentage,Females,Less than 35 years,Estonia,2006,6.67
1990 and after,Percentage,Females,Less than 35 years,Spain,2009,5.42
1990 and after,Percentage,Females,Less than 35 years,Spain,2006,11.61
1990 and after,Percentage,Females,Less than 35 years,Finland,2009,6.31
1990 and after,Percentage,Females,Less than 35 years,Finland,2006,4.7
1990 and after,Percentage,Females,Less than 35 years,Italy,2009,0
1990 and after,Percentage,Females,Less than 35 years,Italy,2006,19.64
1990 and after,Percentage,Females,Less than 35 years,Lithuania,2009,8.12
1990 and after,Percentage,Females,Less than 35 years,Lithuania,2006,11.09
1990 and after,Percentage,Females,Less than 35 years,Latvia,2009,6.98
1990 and after,Percentage,Females,Less than 35 years,Latvia,2006,7.14
1990 and after,Percentage,Females,Less than 35 years,Malta,2009,1.73
1990 and after,Percentage,Females,Less than 35 years,Malta,2006,0
1990 and after,Percentage,Females,Less than 35 years,Netherlands,2009,9.51
1990 and after,Percentage,Females,Less than 35 years,Netherlands,2006,13.04
1990 and after,Percentage,Females,Less than 35 years,Portugal,2009,0
1990 and after,Percentage,Females,Less than 35 years,Portugal,2006,4.66
1990 and after,Percentage,Females,Less than 35 years,Slovenia,2009,7.97
1990 and after,Percentage,Females,Less than 35 years,Slovenia,2006,0
1990 and after,Percentage,Females,Less than 35 years,United States,2009,8.02
1990 and after,Percentage,Females,Less than 35 years,United States,2006,8.07
1990 and after,Percentage,Males,Total,Austria,2009,0
1990 and after,Percentage,Males,Total,Austria,2006,65.76
1990 and after,Percentage,Males,Total,Belgium,2009,64.76
1990 and after,Percentage,Males,Total,Belgium,2006,0
1990 and after,Percentage,Males,Total,Bulgaria,2009,0
1990 and after,Percentage,Males,Total,Bulgaria,2006,57.55
1990 and after,Percentage,Males,Total,Switzerland,2009,67.42
1990 and after,Percentage,Males,Total,Switzerland,2006,64.52
1990 and after,Percentage,Males,Total,Cyprus,2009,0
1990 and after,Percentage,Males,Total,Cyprus,2006,70.83
1990 and after,Percentage,Males,Total,Germany (until 1990 former territory of the FRG),2009,64.38
1990 and after,Percentage,Males,Total,Germany (until 1990 former territory of the FRG),2006,66.84
1990 and after,Percentage,Males,Total,Denmark,2009,62.35
1990 and after,Percentage,Males,Total,Denmark,2006,0
1990 and after,Percentage,Males,Total,Estonia,2009,0
1990 and after,Percentage,Males,Total,Estonia,2006,57.99
1990 and after,Percentage,Males,Total,Spain,2009,55.45
1990 and after,Percentage,Males,Total,Spain,2006,54.24
1990 and after,Percentage,Males,Total,Finland,2009,55.11
1990 and after,Percentage,Males,Total,Finland,2006,62.12
1990 and after,Percentage,Males,Total,Italy,2009,0
1990 and after,Percentage,Males,Total,Italy,2006,45.61
1990 and after,Percentage,Males,Total,Lithuania,2009,53.02
1990 and after,Percentage,Males,Total,Lithuania,2006,53.12
1990 and after,Percentage,Males,Total,Latvia,2009,45.79
1990 and after,Percentage,Males,Total,Latvia,2006,49.12
1990 and after,Percentage,Males,Total,Malta,2009,73.1
1990 and after,Percentage,Males,Total,Malta,2006,0
1990 and after,Percentage,Males,Total,Netherlands,2009,68.68
1990 and after,Percentage,Males,Total,Netherlands,2006,60.87
1990 and after,Percentage,Males,Total,Portugal,2009,0
1990 and after,Percentage,Males,Total,Portugal,2006,56.94
1990 and after,Percentage,Males,Total,Slovenia,2009,59.12
1990 and after,Percentage,Males,Total,Slovenia,2006,0
1990 and after,Percentage,Males,Total,United States,2009,61.09
1990 and after,Percentage,Males,Total,United States,2006,61.8
1990 and after,Percentage,Males,Unknown,Belgium,2009,0.33
1990 and after,Percentage,Males,Unknown,Belgium,2006,0
1990 and after,Percentage,Males,Unknown,Germany (until 1990 former territory of the FRG),2009,0
1990 and after,Percentage,Males,Unknown,Germany (until 1990 former territory of the FRG),2006,0
1990 and after,Percentage,Males,Unknown,Estonia,2009,0
1990 and after,Percentage,Males,Unknown,Estonia,2006,0
1990 and after,Percentage,Males,From 35 to 44 years,Austria,2009,0
1990 and after,Percentage,Males,From 35 to 44 years,Austria,2006,39.01
1990 and after,Percentage,Males,From 35 to 44 years,Belgium,2009,28.48
1990 and after,Percentage,Males,From 35 to 44 years,Belgium,2006,0
1990 and after,Percentage,Males,From 35 to 44 years,Bulgaria,2009,0
1990 and after,Percentage,Males,From 35 to 44 years,Bulgaria,2006,13.87
1990 and after,Percentage,Males,From 35 to 44 years,Switzerland,2009,28.61
1990 and after,Percentage,Males,From 35 to 44 years,Switzerland,2006,37.17
1990 and after,Percentage,Males,From 35 to 44 years,Cyprus,2009,0
1990 and after,Percentage,Males,From 35 to 44 years,Cyprus,2006,34.23
1990 and after,Percentage,Males,From 35 to 44 years,Germany (until 1990 former territory of the FRG),2009,32.64
1990 and after,Percentage,Males,From 35 to 44 years,Germany (until 1990 former territory of the FRG),2006,40.26
1990 and after,Percentage,Males,From 35 to 44 years,Denmark,2009,31.28
1990 and after,Percentage,Males,From 35 to 44 years,Denmark,2006,0
1990 and after,Percentage,Males,From 35 to 44 years,Estonia,2009,0
1990 and after,Percentage,Males,From 35 to 44 years,Estonia,2006,23.97
1990 and after,Percentage,Males,From 35 to 44 years,Spain,2009,26.57
1990 and after,Percentage,Males,From 35 to 44 years,Spain,2006,27.33
1990 and after,Percentage,Males,From 35 to 44 years,Finland,2009,20.46
1990 and after,Percentage,Males,From 35 to 44 years,Finland,2006,17.52
1990 and after,Percentage,Males,From 35 to 44 years,Italy,2009,0
1990 and after,Percentage,Males,From 35 to 44 years,Italy,2006,28.03
1990 and after,Percentage,Males,From 35 to 44 years,Lithuania,2009,17.52
1990 and after,Percentage,Males,From 35 to 44 years,Lithuania,2006,18.45
1990 and after,Percentage,Males,From 35 to 44 years,Latvia,2009,10.18
1990 and after,Percentage,Males,From 35 to 44 years,Latvia,2006,14.7
1990 and after,Percentage,Males,From 35 to 44 years,Malta,2009,25.22
1990 and after,Percentage,Males,From 35 to 44 years,Malta,2006,0
1990 and after,Percentage,Males,From 35 to 44 years,Netherlands,2009,27.61
1990 and after,Percentage,Males,From 35 to 44 years,Netherlands,2006,28.26
1990 and after,Percentage,Males,From 35 to 44 years,Portugal,2009,0
1990 and after,Percentage,Males,From 35 to 44 years,Portugal,2006,24.72
1990 and after,Percentage,Males,From 35 to 44 years,Slovenia,2009,20.34
1990 and after,Percentage,Males,From 35 to 44 years,Slovenia,2006,0
1990 and after,Percentage,Males,From 35 to 44 years,United States,2009,29.21
1990 and after,Percentage,Males,From 35 to 44 years,United States,2006,32.92
1990 and after,Percentage,Males,From 45 to 54 years,Austria,2009,0
1990 and after,Percentage,Males,From 45 to 54 years,Austria,2006,8.49
1990 and after,Percentage,Males,From 45 to 54 years,Belgium,2009,15.13
1990 and after,Percentage,Males,From 45 to 54 years,Belgium,2006,0
1990 and after,Percentage,Males,From 45 to 54 years,Bulgaria,2009,0
1990 and after,Percentage,Males,From 45 to 54 years,Bulgaria,2006,24.93
1990 and after,Percentage,Males,From 45 to 54 years,Switzerland,2009,17.89
1990 and after,Percentage,Males,From 45 to 54 years,Switzerland,2006,8.75
1990 and after,Percentage,Males,From 45 to 54 years,Cyprus,2009,0
1990 and after,Percentage,Males,From 45 to 54 years,Cyprus,2006,16.96
1990 and after,Percentage,Males,From 45 to 54 years,Germany (until 1990 former territory of the FRG),2009,17
1990 and after,Percentage,Males,From 45 to 54 years,Germany (until 1990 former territory of the FRG),2006,10.45
1990 and after,Percentage,Males,From 45 to 54 years,Denmark,2009,18.63
1990 and after,Percentage,Males,From 45 to 54 years,Denmark,2006,0
1990 and after,Percentage,Males,From 45 to 54 years,Estonia,2009,0
1990 and after,Percentage,Males,From 45 to 54 years,Estonia,2006,16.26
1990 and after,Percentage,Males,From 45 to 54 years,Spain,2009,17.41
1990 and after,Percentage,Males,From 45 to 54 years,Spain,2006,11.65
1990 and after,Percentage,Males,From 45 to 54 years,Finland,2009,17.79
1990 and after,Percentage,Males,From 45 to 54 years,Finland,2006,17.52
1990 and after,Percentage,Males,From 45 to 54 years,Italy,2009,0
1990 and after,Percentage,Males,From 45 to 54 years,Italy,2006,3.36
1990 and after,Percentage,Males,From 45 to 54 years,Lithuania,2009,15.18
1990 and after,Percentage,Males,From 45 to 54 years,Lithuania,2006,16.08
1990 and after,Percentage,Males,From 45 to 54 years,Latvia,2009,12.05
1990 and after,Percentage,Males,From 45 to 54 years,Latvia,2006,13.48
